FIPS,STATE_FIPS,CD,Geographic Name,Geographic Subtype,Total Vote,RANKD,RANKR,RANKI,Democratic,Republican,Independent,Libertarian,Green,Constitution,CA Democratic,CA Republican,Unity,Write-ins,Independent American,Conservative,Working Families,Working Class,State1,State2,State3,State4,State5,State6,State7,State8
fips,state_fips,cd,name,type,totalvote,rankD,rankR,rankI,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18,vote19,vote20,vote21,vote22
1901,1,01,District 1,Congressional District,167226,0,1,0,0,139854,0,26197,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0
1902,1,02,District 2,Congressional District,198464,2,1,0,57800,137193,0,3380,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0
1903,1,03,District 3,Congressional District,190071,2,1,3,47770,135448,3826,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,1,04,District 4,Congressional District,195373,2,1,0,26628,164371,0,4294,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1905,1,05,District 5,Congressional District,211562,2,1,0,62466,141988,0,6740,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0
1906,1,06,District 6,Congressional District,183985,0,1,0,0,154058,0,27792,0,0,0,0,0,2135,0,0,0,0,0,0,0,0,0,0,0,0
1907,1,07,District 7,Congressional District,193699,1,2,0,123060,67353,0,3207,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0
2901,2,01,At Large,Congressional District,261626,1,2,0,127364,67485,0,4521,0,0,0,61179,0,1077,0,0,0,0,0,0,0,0,0,0,0,0
4901,4,01,District 1,Congressional District,361477,2,1,0,179141,182336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4902,4,02,District 2,Congressional District,323319,2,1,0,149150,174169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4903,4,03,District 3,Congressional District,141074,1,2,0,108599,32475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4904,4,04,District 4,Congressional District,265462,1,2,0,148941,116521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4905,4,05,District 5,Congressional District,321558,2,1,3,120243,182464,18851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4906,4,06,District 6,Congressional District,349170,2,1,0,171969,177201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4907,4,07,District 7,Congressional District,195862,1,2,0,126418,69444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4908,4,08,District 8,Congressional District,197555,0,1,0,0,197555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4909,4,09,District 9,Congressional District,192796,0,1,0,0,192796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5901,5,01,District 1,Congressional District,204145,2,1,0,52340,151805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5902,5,02,District 2,Congressional District,246414,2,1,0,86881,147949,0,11584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5903,5,03,District 3,Congressional District,223588,2,1,0,73541,142401,0,7646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5904,5,04,District 4,Congressional District,216617,2,1,0,56705,153814,0,6098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6901,6,01,District 1,Congressional District,241529,2,1,0,91629,149900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6902,6,02,District 2,Congressional District,266795,1,2,0,200591,66204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6903,6,03,District 3,Congressional District,237054,2,1,0,113493,123561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6904,6,04,District 4,Congressional District,235543,1,2,0,160413,75130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6905,6,05,District 5,Congressional District,271849,2,1,0,105111,166738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6906,6,06,District 6,Congressional District,156319,1,2,0,87545,68774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6907,6,07,District 7,Congressional District,156949,1,2,0,108414,48535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6908,6,08,District 8,Congressional District,190686,1,2,0,144329,46357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6909,6,09,District 9,Congressional District,135284,1,2,0,75722,59562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6910,6,10,District 10,Congressional District,248799,1,0,0,196477,0,0,0,52322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6911,6,11,District 11,Congressional District,262418,1,2,0,220292,42126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6912,6,12,District 12,Congressional District,237648,1,2,0,215207,22441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6913,6,13,District 13,Congressional District,126213,2,1,0,62674,63539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6914,6,14,District 14,Congressional District,197391,1,2,0,136889,60502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6915,6,15,District 15,Congressional District,194010,1,0,0,107634,0,0,0,0,0,86376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6916,6,16,District 16,Congressional District,240094,1,0,0,138720,0,0,0,0,0,101374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6917,6,17,District 17,Congressional District,179639,1,2,0,127413,52226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6918,6,18,District 18,Congressional District,150561,1,2,0,99114,51447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6919,6,19,District 19,Congressional District,270458,1,2,0,188213,82245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6920,6,20,District 20,Congressional District,195012,2,1,0,62766,132246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6921,6,21,District 21,Congressional District,122640,1,2,0,66323,56317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6922,6,22,District 22,Congressional District,85177,2,1,0,40315,44862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6923,6,23,District 23,Congressional District,163760,2,1,0,63642,100118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6924,6,24,District 24,Congressional District,235008,1,2,0,143453,91555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6925,6,25,District 25,Congressional District,147827,1,2,0,84859,62968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6926,6,26,District 26,Congressional District,218889,1,2,0,118439,100450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6927,6,27,District 27,Congressional District,195359,2,1,0,91301,104058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6928,6,28,District 28,Congressional District,224816,1,2,0,149081,75735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6929,6,29,District 29,Congressional District,118473,1,0,0,69405,0,0,0,0,0,49068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,6,30,District 30,Congressional District,209854,1,0,0,149298,0,0,0,0,0,60556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6931,6,31,District 31,Congressional District,152677,1,2,0,90873,61804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6932,6,32,District 32,Congressional District,240495,1,2,0,166383,74112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6933,6,33,District 33,Congressional District,129120,1,2,0,74483,54637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6934,6,34,District 34,Congressional District,120468,1,0,0,61770,0,0,0,0,0,58698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6935,6,35,District 35,Congressional District,127650,1,2,0,73255,54395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6936,6,36,District 36,Congressional District,276954,1,2,0,193105,83849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6937,6,37,District 37,Congressional District,131044,1,0,0,83818,0,0,0,0,0,47226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6938,6,38,District 38,Congressional District,172972,1,2,0,100480,72492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6939,6,39,District 39,Congressional District,128309,1,2,0,73903,54406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6940,6,40,District 40,Congressional District,279450,2,1,0,120322,159128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6941,6,41,District 41,Congressional District,230346,2,1,0,109991,120355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6942,6,42,District 42,Congressional District,144296,1,2,0,98627,45669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6943,6,43,District 43,Congressional District,122524,1,2,0,94729,27795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6944,6,44,District 44,Congressional District,137872,1,2,0,99556,38316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6945,6,45,District 45,Congressional District,213601,2,1,0,101541,112060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6946,6,46,District 46,Congressional District,123524,1,2,0,76147,47377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6947,6,47,District 47,Congressional District,260115,1,2,0,134258,125857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6948,6,48,District 48,Congressional District,254168,2,1,0,100743,153425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6949,6,49,District 49,Congressional District,288832,1,2,0,151950,136882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6950,6,50,District 50,Congressional District,267052,1,2,0,167729,99323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6951,6,51,District 51,Congressional District,231802,1,2,0,143354,88448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6952,6,52,District 52,Congressional District,149745,1,2,0,99759,49986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8901,8,01,District 1,Congressional District,282615,1,2,0,226929,49529,0,6157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8902,8,02,District 2,Congressional District,348839,1,2,0,244107,97700,0,0,0,2188,0,0,1968,0,0,0,0,0,2876,0,0,0,0,0,0,0
8903,8,03,District 3,Congressional District,327110,2,1,0,163278,163832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8904,8,04,District 4,Congressional District,354503,2,1,0,129618,216015,0,0,0,8870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8905,8,05,District 5,Congressional District,277955,2,1,0,111978,155528,0,7079,0,3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8906,8,06,District 6,Congressional District,280755,1,2,0,170140,105084,0,5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8907,8,07,District 7,Congressional District,363508,1,2,0,204984,150509,0,6187,0,0,0,0,1828,0,0,0,0,0,0,0,0,0,0,0,0,0
8908,8,08,District 8,Congressional District,236426,1,2,0,114385,112760,0,9281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9901,9,01,District 1,Congressional District,243913,1,2,0,149556,91506,0,0,2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9902,9,02,District 2,Congressional District,285031,1,2,0,165946,114506,0,2140,2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9903,9,03,District 3,Congressional District,242651,1,2,3,137924,98704,4056,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9904,9,04,District 4,Congressional District,236084,1,2,0,140262,95822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9905,9,05,District 5,Congressional District,253672,1,2,0,127838,125834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10901,10,01,At Large,Congressional District,321649,1,2,4,178416,138201,1958,3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12901,12,01,District 1,Congressional District,290816,2,1,0,93467,197349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12902,12,02,District 2,Congressional District,301389,2,1,0,121153,180236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12903,12,03,District 3,Congressional District,284893,2,1,3,103382,178101,3410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12904,12,04,District 4,Congressional District,274103,2,1,0,108402,165696,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
12905,12,05,District 5,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12906,12,06,District 6,Congressional District,300755,0,1,0,0,226548,0,74207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12907,12,07,District 7,Congressional District,304055,2,1,0,126079,177966,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
12908,12,08,District 8,Congressional District,342208,2,1,0,120080,222128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12909,12,09,District 9,Congressional District,202368,1,2,0,108541,93827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12910,12,10,District 10,Congressional District,199910,1,2,3,117955,78844,2001,0,0,0,0,0,0,0,0,0,0,0,1110,0,0,0,0,0,0,0
12911,12,11,District 11,Congressional District,326609,2,1,3,115647,205995,4967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12912,12,12,District 12,Congressional District,321964,2,1,0,95377,226583,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
12913,12,13,District 13,Congressional District,341546,2,1,0,153876,181487,0,6163,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0
12914,12,14,District 14,Congressional District,263164,1,2,0,149737,113427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12915,12,15,District 15,Congressional District,248054,2,1,0,102835,145219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12916,12,16,District 16,Congressional District,305358,2,1,0,115575,189762,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
12917,12,17,District 17,Congressional District,348649,2,1,3,123822,222601,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12918,12,18,District 18,Congressional District,224234,0,1,2,0,167429,56647,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0
12919,12,19,District 19,Congressional District,313274,2,1,0,100226,213035,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
12920,12,20,District 20,Congressional District,188366,1,2,0,136215,52151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12921,12,21,District 21,Congressional District,328505,2,1,0,119891,208614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12922,12,22,District 22,Congressional District,272204,1,2,0,150010,122194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12923,12,23,District 23,Congressional District,279049,1,2,4,143951,130681,1338,0,0,0,0,0,0,0,0,0,0,0,3079,0,0,0,0,0,0,0
12924,12,24,District 24,Congressional District,185891,1,2,0,133442,52449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12925,12,25,District 25,Congressional District,234352,1,2,0,129113,105239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12926,12,26,District 26,Congressional District,202108,2,1,0,58868,143240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12927,12,27,District 27,Congressional District,237442,2,1,0,101404,136038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12928,12,28,District 28,Congressional District,211150,2,1,0,76665,134457,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
13901,13,01,District 1,Congressional District,263965,2,1,0,107837,156128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13902,13,02,District 2,Congressional District,241340,1,2,0,132675,108665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13903,13,03,District 3,Congressional District,310581,2,1,0,97057,213524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13904,13,04,District 4,Congressional District,275634,1,2,0,216332,59302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13905,13,05,District 5,Congressional District,295456,1,2,0,243687,51769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13906,13,06,District 6,Congressional District,332498,2,1,0,125612,206886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13907,13,07,District 7,Congressional District,234325,1,2,0,143063,91262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13908,13,08,District 8,Congressional District,260586,2,1,0,81886,178700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13909,13,09,District 9,Congressional District,294138,2,1,0,81318,212820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13910,13,10,District 10,Congressional District,307630,2,1,0,109107,198523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13911,13,11,District 11,Congressional District,303657,2,1,0,113571,190086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13912,13,12,District 12,Congressional District,265195,2,1,0,107148,158047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13913,13,13,District 13,Congressional District,264616,1,2,0,216388,48228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13914,13,14,District 14,Congressional District,258351,2,1,0,88189,170162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15901,15,01,District 1,Congressional District,193575,1,2,0,142742,50833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15902,15,02,District 2,Congressional District,205558,1,2,0,127995,72455,0,5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16901,16,01,District 1,Congressional District,312442,2,1,0,82261,222901,0,7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16902,16,02,District 2,Congressional District,271186,2,1,0,98736,172450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17901,17,01,District 1,Congressional District,226566,1,2,0,149457,76954,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0
17902,17,02,District 2,Congressional District,203782,1,2,0,135622,68160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17903,17,03,District 3,Congressional District,165769,1,2,0,110970,54799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17904,17,04,District 4,Congressional District,127730,1,2,0,86643,36732,0,0,0,0,0,0,0,0,0,0,0,4355,0,0,0,0,0,0,0,0
17905,17,05,District 5,Congressional District,250232,1,2,3,169570,76584,4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17906,17,06,District 6,Congressional District,271587,1,2,0,146517,125070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17907,17,07,District 7,Congressional District,153452,1,0,0,153452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17908,17,08,District 8,Congressional District,203404,1,2,0,114881,88523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17909,17,09,District 9,Congressional District,232884,1,2,0,164409,68475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17910,17,10,District 10,Congressional District,230593,1,2,0,143328,87265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17911,17,11,District 11,Congressional District,257190,1,2,0,143935,113223,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
17912,17,12,District 12,Congressional District,231173,2,1,0,60076,171020,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
17913,17,13,District 13,Congressional District,243417,1,2,0,135970,107296,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0
17914,17,14,District 14,Congressional District,235573,1,2,0,127372,108010,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0
17915,17,15,District 15,Congressional District,286293,2,1,0,82109,204184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17916,17,16,District 16,Congressional District,294151,2,1,0,98158,195993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17917,17,17,District 17,Congressional District,228562,1,2,0,118175,110256,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0
18901,18,01,District 1,Congressional District,213033,1,2,0,112540,100487,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
18902,18,02,District 2,Congressional District,193793,2,1,0,62718,125205,0,5863,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
18903,18,03,District 3,Congressional District,200918,2,1,3,60312,131252,9354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18904,18,04,District 4,Congressional District,197110,2,1,0,62668,134442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18905,18,05,District 5,Congressional District,239869,2,1,0,93373,146496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18906,18,06,District 6,Congressional District,193342,2,1,0,62794,130548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18907,18,07,District 7,Congressional District,175173,1,2,0,117305,53628,0,4240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18908,18,08,District 8,Congressional District,215836,2,1,0,68002,141900,0,5934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18909,18,09,District 9,Congressional District,220827,2,1,0,75642,138782,0,6371,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19901,19,01,District 1,Congressional District,305380,2,1,0,142173,162947,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0
19902,19,02,District 2,Congressional District,318399,2,1,0,145940,172181,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0
19903,19,03,District 3,Congressional District,310913,2,1,0,154117,156262,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0
19904,19,04,District 4,Congressional District,277008,2,1,0,84230,186467,0,0,0,0,0,0,0,276,0,0,0,0,6035,0,0,0,0,0,0,0
20901,20,01,District 1,Congressional District,234984,2,1,0,75726,159258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20902,20,02,District 2,Congressional District,230345,2,1,0,97580,132765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20903,20,03,District 3,Congressional District,297019,1,2,0,163103,127116,0,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20904,20,04,District 4,Congressional District,225001,2,1,0,82138,142863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21901,21,01,District 1,Congressional District,245796,2,1,0,61693,184103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21902,21,02,District 2,Congressional District,237253,2,1,0,66767,170486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21903,21,03,District 3,Congressional District,259475,1,2,0,160853,98622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21904,21,04,District 4,Congressional District,257629,2,1,3,79977,167541,10111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21905,21,05,District 5,Congressional District,216267,2,1,0,38549,177712,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
21906,21,06,District 6,Congressional District,246171,2,1,0,83003,154760,0,0,0,0,0,0,0,0,0,0,0,0,8340,68,0,0,0,0,0,0
22901,22,01,District 1,Congressional District,244044,2,1,0,61467,177670,0,4907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22902,22,02,District 2,Congressional District,205047,1,2,0,158120,46927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22903,22,03,District 3,Congressional District,224552,3,1,6,23641,144423,3255,1620,0,0,21172,24474,0,0,0,0,0,0,4012,1955,0,0,0,0,0,0
22904,22,04,District 4,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22905,22,05,District 5,Congressional District,223553,3,1,0,19383,151080,0,0,0,0,35149,5782,0,0,0,0,0,0,12159,0,0,0,0,0,0,0
22906,22,06,District 6,Congressional District,235928,0,1,0,0,189684,0,30709,0,0,0,15535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23901,23,01,District 1,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23902,23,02,District 2,Congressional District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24901,24,01,District 1,Congressional District,293358,2,1,0,126511,159673,0,6924,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0
24902,24,02,District 2,Congressional District,268434,1,2,0,158998,109075,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0
24903,24,03,District 3,Congressional District,291602,1,2,0,175514,115801,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0
24904,24,04,District 4,Congressional District,155523,1,2,0,140084,15044,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0
24905,24,05,District 5,Congressional District,275244,1,2,0,180970,93836,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0
24906,24,06,District 6,Congressional District,253281,1,2,0,137776,115181,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0
24907,24,07,District 7,Congressional District,184801,1,2,0,151640,32737,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0
24908,24,08,District 8,Congressional District,249816,1,2,0,199683,46026,0,3854,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0
